GENE	GENE_ID	CHR	LINEAGE	CONSEQUENCE	GENE_TYPE
AC107934.2	ENSG00000253723	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
LINC02842	ENSG00000254119	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02842	ENSG00000254119	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011124.1	ENSG00000253205	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011124.1	ENSG00000253205	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090136.1	ENSG00000253750	chr8	Marmoset	transcript_ablation	processed_pseudogene
AC090136.1	ENSG00000253750	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
LINC01299	ENSG00000254081	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01299	ENSG00000254081	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC083967.1	ENSG00000254337	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC083967.1	ENSG00000254337	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC022730.1	ENSG00000241105	chr8	Marmoset	transcript_ablation	processed_pseudogene
AC022730.1	ENSG00000241105	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
MSC-AS1	ENSG00000235531	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MSC-AS1	ENSG00000235531	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PRXL2AP2	ENSG00000254213	chr8	Marmoset	transcript_ablation	processed_pseudogene
PRXL2AP2	ENSG00000254213	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
HIGD1AP6	ENSG00000253229	chr8	Marmoset	transcript_ablation	processed_pseudogene
HIGD1AP6	ENSG00000253229	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
RNU2-54P	ENSG00000222231	chr8	Marmoset	transcript_ablation	snRNA
RNU2-54P	ENSG00000222231	chr8	Owl_monkey	transcript_ablation	snRNA
STMN2	ENSG00000104435	chr8	Marmoset	inframe_insertion	protein_coding
STMN2	ENSG00000104435	chr8	Owl_monkey	inframe_insertion	protein_coding
AC036214.1	ENSG00000249328	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC036214.1	ENSG00000249328	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC079209.1	ENSG00000253214	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC079209.1	ENSG00000253214	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC132219.1	ENSG00000253334	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC132219.1	ENSG00000253334	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02235	ENSG00000254689	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02235	ENSG00000254689	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02839	ENSG00000254123	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02839	ENSG00000254123	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC060765.1	ENSG00000253503	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC060765.1	ENSG00000253503	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC015522.1	ENSG00000254202	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC015522.1	ENSG00000254202	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012400.1	ENSG00000253362	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	unprocessed_pseudogene
AC012400.1	ENSG00000253362	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	unprocessed_pseudogene
AC084734.1	ENSG00000254380	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC084734.1	ENSG00000254380	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02849	ENSG00000285768	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02849	ENSG00000285768	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02849	ENSG00000285768	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02849	ENSG00000285768	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AF121898.1	ENSG00000253500	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC037450.1	ENSG00000253171	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC037450.1	ENSG00000253171	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00534	ENSG00000253394	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00534	ENSG00000253394	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SLC26A7	ENSG00000147606	chr8	Marmoset	stop_gained&inframe_insertion	protein_coding
SLC26A7	ENSG00000147606	chr8	Owl_monkey	stop_gained&inframe_insertion	protein_coding
AC091096.1	ENSG00000253634	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC091096.1	ENSG00000253634	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MYL12AP1	ENSG00000254387	chr8	Marmoset	transcript_ablation	processed_pseudogene
MYL12AP1	ENSG00000254387	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
PDP1	ENSG00000164951	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
PDP1	ENSG00000164951	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
RPL34P18	ENSG00000240509	chr8	Marmoset	transcript_ablation	processed_pseudogene
RPL34P18	ENSG00000240509	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
AP003351.1	ENSG00000253585	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP003351.1	ENSG00000253585	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012339.1	ENSG00000248762	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC012339.1	ENSG00000248762	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP004195.1	ENSG00000202001	chr8	Marmoset	transcript_ablation	misc_RNA
AP004195.1	ENSG00000202001	chr8	Owl_monkey	transcript_ablation	misc_RNA
AC018781.1	ENSG00000248599	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC018781.1	ENSG00000248599	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP003469.1	ENSG00000253355	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	retained_intron
AP003469.1	ENSG00000253355	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	retained_intron
ZNF706	ENSG00000120963	chr8	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
ZNF706	ENSG00000120963	chr8	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AP002852.1	ENSG00000253633	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP002852.1	ENSG00000253633	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP003354.2	ENSG00000253263	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AP003354.2	ENSG00000253263	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
FZD6	ENSG00000164930	chr8	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
FZD6	ENSG00000164930	chr8	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SLC16A14P1	ENSG00000213708	chr8	Marmoset	transcript_ablation	unprocessed_pseudogene
SLC16A14P1	ENSG00000213708	chr8	Owl_monkey	transcript_ablation	unprocessed_pseudogene
AC025881.1	ENSG00000253499	chr8	Marmoset	transcript_ablation	processed_pseudogene
AC025881.1	ENSG00000253499	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
SLC30A8	ENSG00000164756	chr8	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
SLC30A8	ENSG00000164756	chr8	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
LINC02855	ENSG00000254209	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02855	ENSG00000254209	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
HAS2-AS1	ENSG00000248690	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
HAS2-AS1	ENSG00000248690	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC037486.1	ENSG00000254303	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC037486.1	ENSG00000254303	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SMILR	ENSG00000255364	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SMILR	ENSG00000255364	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC108136.1	ENSG00000255325	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC108136.1	ENSG00000255325	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090192.2	ENSG00000253227	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC090192.2	ENSG00000253227	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC100858.1	ENSG00000250428	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC100858.1	ENSG00000250428	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
LINC00964	ENSG00000249816	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00964	ENSG00000249816	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC016074.2	ENSG00000286122	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC016074.2	ENSG00000286122	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00861	ENSG00000245164	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00861	ENSG00000245164	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CASC19	ENSG00000254166	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CASC19	ENSG00000254166	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CASC8	ENSG00000246228	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CASC8	ENSG00000246228	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
POU5F1B	ENSG00000212993	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
POU5F1B	ENSG00000212993	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
LINC00824	ENSG00000254275	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00824	ENSG00000254275	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CCDC26	ENSG00000229140	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CCDC26	ENSG00000229140	chr8	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ST13P6	ENSG00000225259	chr8	Marmoset	transcript_ablation	processed_pseudogene
ST13P6	ENSG00000225259	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
MTND2P7	ENSG00000253970	chr8	Marmoset	transcript_ablation	processed_pseudogene
MTND2P7	ENSG00000253970	chr8	Owl_monkey	transcript_ablation	processed_pseudogene
ZFAT	ENSG00000066827	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
ZFAT	ENSG00000066827	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
LINC02055	ENSG00000254101	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02055	ENSG00000254101	chr8	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02055	ENSG00000254101	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC025839.1	ENSG00000287677	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC025839.1	ENSG00000287677	chr8	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
VLDLR-AS1	ENSG00000236404	chr9	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
VLDLR-AS1	ENSG00000236404	chr9	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL353614.1	ENSG00000231052	chr9	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL353614.1	ENSG00000231052	chr9	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AK4P4	ENSG00000223621	chr9	Marmoset	transcript_ablation	processed_pseudogene
AK4P4	ENSG00000223621	chr9	Owl_monkey	transcript_ablation	processed_pseudogene
KIAA2026	ENSG00000183354	chr9	Marmoset	splice_acceptor_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	nonsense_mediated_decay
KIAA2026	ENSG00000183354	chr9	Owl_monkey	splice_acceptor_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	nonsense_mediated_decay
LINC01235	ENSG00000270547	chr9	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01235	ENSG00000270547	chr9	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CLCN3P1	ENSG00000232000	chr9	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
CLCN3P1	ENSG00000232000	chr9	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AL162725.2	ENSG00000237153	chr9	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL162725.2	ENSG00000237153	chr9	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CDKN2B-AS1	ENSG00000240498	chr9	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CDKN2B-AS1	ENSG00000240498	chr9	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01239	ENSG00000234840	chr9	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01239	ENSG00000234840	chr9	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL391117.1	ENSG00000284418	chr9	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL391117.1	ENSG00000284418	chr9	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01239	ENSG00000234840	chr9	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01239	ENSG00000234840	chr9	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
IFT74	ENSG00000096872	chr9	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
IFT74	ENSG00000096872	chr9	Owl_monkey	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
SLC25A6P2	ENSG00000232203	chr9	Marmoset	transcript_ablation	processed_pseudogene
SLC25A6P2	ENSG00000232203	chr9	Owl_monkey	transcript_ablation	processed_pseudogene
TAF1L	ENSG00000122728	chr9	Marmoset	transcript_ablation	protein_coding
TAF1L	ENSG00000122728	chr9	Owl_monkey	transcript_ablation	protein_coding
SERPINH1P1	ENSG00000229207	chr9	Marmoset	transcript_ablation	processed_pseudogene
SERPINH1P1	ENSG00000229207	chr9	Owl_monkey	transcript_ablation	processed_pseudogene
C9orf131	ENSG00000174038	chr9	Marmoset	splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
C9orf131	ENSG00000174038	chr9	Owl_monkey	splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
RPS29P17	ENSG00000227852	chr9	Marmoset	transcript_ablation	processed_pseudogene
RPS29P17	ENSG00000227852	chr9	Owl_monkey	transcript_ablation	processed_pseudogene
SPAAR	ENSG00000235387	chr9	Marmoset	splice_acceptor_variant&splice_donor_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	nonsense_mediated_decay
